    P[dbar]   T[ITS90]      Theta   Salinite      Gamma   Ox[ml/l]  Ox[um/kg]    Fluo[V]    F[Urel]    CDOM[V] CDOM[Urel]   CSTAR[V]    C660[%]  C660[m-1]
    190.000    13.4279    13.4003    38.5249    29.0428    4.04465    175.497     1.1917     0.1678     0.0000    -1.6296     4.6118    93.3191     0.0692
    191.000    13.4303    13.4026    38.5267    29.0437    4.04268    175.411     1.1916     0.1678     0.0000    -1.6296     4.6117    93.3179     0.0692
    192.000    13.4330    13.4051    38.5286    29.0447    4.04049    175.315     1.1916     0.1678     0.0000    -1.6296     4.6115    93.3131     0.0692
    193.000    13.4344    13.4064    38.5294    29.0450    4.03514    175.084     1.1916     0.1678     0.0000    -1.6296     4.6115    93.3142     0.0692
    194.000    13.4362    13.4080    38.5306    29.0456    4.02634    174.701     1.1917     0.1678     0.0000    -1.6296     4.6115    93.3142     0.0692
    195.000    13.4370    13.4087    38.5310    29.0458    4.02267    174.542     1.1920     0.1680     0.0000    -1.6296     4.6115    93.3142     0.0692
    196.000    13.4379    13.4094    38.5315    29.0460    4.02225    174.524     1.1929     0.1684     0.0000    -1.6296     4.6117    93.3179     0.0692
    197.000    13.4383    13.4097    38.5320    29.0463    4.02147    174.490     1.1942     0.1689     0.0000    -1.6296     4.6117    93.3179     0.0692
    198.000    13.4387    13.4099    38.5322    29.0464    4.01869    174.369     1.1942     0.1689     0.0000    -1.6296     4.6117    93.3179     0.0692
    199.000    13.4391    13.4102    38.5326    29.0467    4.01405    174.168     1.1968     0.1701     0.0000    -1.6296     4.6117    93.3179     0.0692
    200.000    13.4397    13.4106    38.5332    29.0470    4.01315    174.128     1.1968     0.1701     0.0000    -1.6296     4.6117    93.3179     0.0692
    201.000    13.4409    13.4117    38.5342    29.0476    4.01173    174.067     1.1929     0.1684     0.0000    -1.6296     4.6117    93.3179     0.0692
    202.000    13.4421    13.4127    38.5350    29.0480    4.01091    174.031     1.1880     0.1663     0.0000    -1.6296     4.6118    93.3190     0.0692
    203.000    13.4429    13.4134    38.5357    29.0485    4.01091    174.031     1.1880     0.1663     0.0000    -1.6296     4.6118    93.3190     0.0692
    204.000    13.4439    13.4143    38.5366    29.0489    4.00613    173.824     1.1880     0.1663     0.0000    -1.6296     4.6118    93.3190     0.0692
    205.000    13.4450    13.4152    38.5373    29.0493    4.00420    173.740     1.1891     0.1667     0.0000    -1.6296     4.6117    93.3179     0.0692
    206.000    13.4463    13.4164    38.5384    29.0499    3.99932    173.528     1.1891     0.1667     0.0000    -1.6296     4.6117    93.3179     0.0692
    207.000    13.4467    13.4166    38.5385    29.0499    3.99568    173.370     1.1891     0.1667     0.0000    -1.6296     4.6117    93.3179     0.0692
    208.000    13.4474    13.4172    38.5389    29.0502    3.99087    173.161     1.1818     0.1637     0.0000    -1.6296     4.6116    93.3154     0.0692
    209.000    13.4489    13.4185    38.5400    29.0507    3.98631    172.963     1.1818     0.1637     0.0000    -1.6296     4.6116    93.3154     0.0692
    210.000    13.4508    13.4203    38.5413    29.0513    3.98174    172.765     1.1818     0.1637     0.0000    -1.6296     4.6115    93.3143     0.0692
    211.000    13.4522    13.4215    38.5418    29.0515    3.97921    172.654     1.1844     0.1648     0.0000    -1.6296     4.6115    93.3131     0.0692
    212.000    13.4542    13.4234    38.5432    29.0522    3.97416    172.436     1.1890     0.1667     0.0000    -1.6296     4.6112    93.3084     0.0693
    213.000    13.4572    13.4262    38.5455    29.0534    3.96998    172.253     1.1893     0.1668     0.0000    -1.6296     4.6112    93.3084     0.0693
    214.000    13.4613    13.4302    38.5481    29.0545    3.96998    172.253     1.1893     0.1668     0.0000    -1.6296     4.6111    93.3044     0.0693
    215.000    13.4644    13.4331    38.5496    29.0550    3.96994    172.251     1.1909     0.1675     0.0000    -1.6296     4.6111    93.3044     0.0693
    216.000    13.4650    13.4336    38.5500    29.0551    3.96994    172.251     1.1934     0.1686     0.0000    -1.6296     4.6111    93.3044     0.0693
    217.000    13.4653    13.4337    38.5498    29.0551    3.96882    172.203     1.1934     0.1686     0.0000    -1.6296     4.6111    93.3048     0.0693
    218.000    13.4657    13.4340    38.5499    29.0553    3.96388    171.988     1.1968     0.1700     0.0000    -1.6296     4.6110    93.3041     0.0693
    219.000    13.4671    13.4352    38.5509    29.0556    3.96379    171.984     1.1968     0.1700     0.0000    -1.6296     4.6111    93.3048     0.0693
    220.000    13.4681    13.4361    38.5514    29.0558    3.96363    171.977     1.1968     0.1700     0.0000    -1.6296     4.6110    93.3030     0.0693
    221.000    13.4691    13.4369    38.5520    29.0561    3.95847    171.753     1.1943     0.1690     0.0000    -1.6296     4.6111    93.3048     0.0693
    222.000    13.4694    13.4371    38.5522    29.0562    3.95593    171.643     1.1941     0.1688     0.0000    -1.6296     4.6111    93.3048     0.0693
    223.000    13.4703    13.4378    38.5527    29.0565    3.95478    171.593     1.1931     0.1685     0.0000    -1.6296     4.6111    93.3048     0.0693
    224.000    13.4713    13.4387    38.5536    29.0569    3.95327    171.527     1.1923     0.1681     0.0000    -1.6296     4.6110    93.3030     0.0693
    225.000    13.4716    13.4388    38.5536    29.0569    3.95327    171.527     1.1917     0.1679     0.0000    -1.6296     4.6109    93.3012     0.0693
    226.000    13.4726    13.4397    38.5541    29.0571    3.95286    171.510     1.1917     0.1679     0.0000    -1.6296     4.6109    93.3012     0.0693
    227.000    13.4740    13.4409    38.5551    29.0577    3.95196    171.470     1.1908     0.1675     0.0000    -1.6296     4.6109    93.3004     0.0693
    228.000    13.4757    13.4425    38.5560    29.0580    3.95286    171.510     1.1908     0.1675     0.0000    -1.6296     4.6109    93.3004     0.0693
    229.000    13.4766    13.4432    38.5562    29.0580    3.95341    171.533     1.1917     0.1679     0.0000    -1.6296     4.6109    93.3004     0.0693
    230.000    13.4770    13.4435    38.5564    29.0581    3.95196    171.470     1.1926     0.1683     0.0000    -1.6296     4.6109    93.3016     0.0693
    231.000    13.4775    13.4438    38.5567    29.0583    3.95247    171.492     1.1926     0.1683     0.0000    -1.6296     4.6109    93.3009     0.0693
    232.000    13.4778    13.4440    38.5569    29.0584    3.95341    171.533     1.1926     0.1683     0.0000    -1.6296     4.6110    93.3024     0.0693
    233.000    13.4797    13.4457    38.5583    29.0591    3.95341    171.533     1.1816     0.1636     0.0000    -1.6296     4.6110    93.3024     0.0693
    234.000    13.4815    13.4474    38.5594    29.0596    3.95247    171.492     1.1816     0.1636     0.0000    -1.6296     4.6109    93.3009     0.0693
    235.000    13.4832    13.4489    38.5601    29.0599    3.95247    171.492     1.1816     0.1636     0.0000    -1.6296     4.6109    93.3004     0.0693
    236.000    13.4841    13.4497    38.5607    29.0601    3.95074    171.417     1.1887     0.1666     0.0000    -1.6296     4.6107    93.2979     0.0694
    237.000    13.4851    13.4505    38.5611    29.0603    3.94682    171.247     1.1887     0.1666     0.0000    -1.6296     4.6106    93.2942     0.0694
    238.000    13.4866    13.4519    38.5616    29.0603    3.93882    170.899     1.1887     0.1666     0.0000    -1.6296     4.6106    93.2941     0.0694
    239.000    13.4901    13.4552    38.5636    29.0612    3.93284    170.640     1.1886     0.1665     0.0000    -1.6296     4.6104    93.2917     0.0694
    240.000    13.4947    13.4597    38.5658    29.0619    3.92886    170.467     1.1869     0.1658     0.0000    -1.6296     4.6104    93.2917     0.0694
    241.000    13.4958    13.4606    38.5664    29.0622    3.92740    170.403     1.1869     0.1658     0.0000    -1.6296     4.6103    93.2877     0.0695
    242.000    13.4979    13.4626    38.5673    29.0625    3.92704    170.387     1.1869     0.1658     0.0000    -1.6296     4.6103    93.2893     0.0694
    243.000    13.5002    13.4647    38.5685    29.0630    3.92222    170.178     1.1865     0.1656     0.0000    -1.6296     4.6103    93.2877     0.0695
    244.000    13.5017    13.4661    38.5691    29.0632    3.92145    170.144     1.1865     0.1656     0.0000    -1.6296     4.6100    93.2829     0.0695
    245.000    13.5031    13.4673    38.5696    29.0633    3.92060    170.107     1.1857     0.1653     0.0000    -1.6296     4.6100    93.2829     0.0695
    246.000    13.5040    13.4681    38.5701    29.0635    3.92058    170.107     1.1847     0.1648     0.0000    -1.6296     4.6100    93.2829     0.0695
    247.000    13.5052    13.4691    38.5704    29.0636    3.91929    170.050     1.1833     0.1643     0.0000    -1.6296     4.6100    93.2829     0.0695
    248.000    13.5058    13.4696    38.5708    29.0637    3.91735    169.966     1.1833     0.1643     0.0000    -1.6296     4.6103    93.2878     0.0695
    249.000    13.5060    13.4696    38.5711    29.0640    3.91671    169.939     1.1833     0.1643     0.0000    -1.6296     4.6103    93.2894     0.0694
    250.000    13.5065    13.4700    38.5715    29.0642    3.91337    169.794     1.1822     0.1639     0.0000    -1.6296     4.6105    93.2929     0.0694
    251.000    13.5097    13.4730    38.5741    29.0656    3.90816    169.567     1.1822     0.1639     0.0000    -1.6296     4.6107    93.2965     0.0694
    252.000    13.5108    13.4740    38.5745    29.0657    3.90816    169.567     1.1822     0.1639     0.0000    -1.6296     4.6107    93.2967     0.0694
    253.000    13.5139    13.4769    38.5763    29.0665    3.90752    169.539     1.1888     0.1666     0.0000    -1.6296     4.6112    93.3066     0.0693
    254.000    13.5147    13.4776    38.5766    29.0666    3.90752    169.539     1.1935     0.1686     0.0000    -1.6296     4.6114    93.3109     0.0693
    255.000    13.5172    13.4799    38.5777    29.0669    3.90752    169.539     1.1935     0.1686     0.0000    -1.6296     4.6117    93.3179     0.0692
    256.000    13.5212    13.4838    38.5792    29.0672    3.90425    169.397     1.1935     0.1686     0.0000    -1.6296     4.6117    93.3179     0.0692
    257.000    13.5220    13.4844    38.5796    29.0674    3.90328    169.354     1.1922     0.1680     0.0000    -1.6296     4.6119    93.3216     0.0692
    258.000    13.5222    13.4844    38.5803    29.0678    3.90135    169.271     1.1922     0.1680     0.0000    -1.6296     4.6120    93.3251     0.0691
    259.000    13.5222    13.4844    38.5808    29.0681    3.89815    169.132     1.1921     0.1680     0.0000    -1.6296     4.6121    93.3272     0.0691
    260.000    13.5222    13.4842    38.5806    29.0682    3.89613    169.044     1.1905     0.1673     0.0000    -1.6296     4.6121    93.3272     0.0691
    261.000    13.5209    13.4827    38.5802    29.0682    3.89489    168.990     1.1908     0.1675     0.0000    -1.6296     4.6124    93.3317     0.0690
    262.000    13.5209    13.4827    38.5800    29.0683    3.89278    168.899     1.1908     0.1675     0.0000    -1.6296     4.6122    93.3285     0.0691
    263.000    13.5209    13.4827    38.5800    29.0686    3.89278    168.899     1.1908     0.1675     0.0000    -1.6296     4.6121    93.3272     0.0691
    264.000    13.5245    13.4859    38.5833    29.0699    3.89278    168.899     1.1908     0.1675     0.0000    -1.6296     4.6122    93.3285     0.0691
    265.000    13.5266    13.4878    38.5842    29.0703    3.89278    168.899     1.1908     0.1675     0.0000    -1.6296     4.6123    93.3310     0.0690
    266.000    13.5280    13.4891    38.5850    29.0706    3.89278    168.899     1.1909     0.1675     0.0000    -1.6296     4.6123    93.3310     0.0690
    267.000    13.5287    13.4896    38.5857    29.0710    3.88612    168.609     1.1908     0.1674     0.0000    -1.6296     4.6126    93.3374     0.0690
    268.000    13.5296    13.4902    38.5869    29.0716    3.88171    168.418     1.1898     0.1670     0.0000    -1.6296     4.6129    93.3429     0.0689
    269.000    13.5304    13.4912    38.5868    29.0718    3.88149    168.408     1.1887     0.1666     0.0000    -1.6296     4.6129    93.3429     0.0689
    270.000    13.5311    13.4916    38.5882    29.0725    3.88016    168.350     1.1883     0.1664     0.0000    -1.6296     4.6130    93.3441     0.0689
    271.000    13.5326    13.4929    38.5885    29.0725    3.87595    168.168     1.1883     0.1664     0.0000    -1.6296     4.6130    93.3441     0.0689
    272.000    13.5327    13.4929    38.5885    29.0725    3.87223    168.006     1.1883     0.1664     0.0000    -1.6296     4.6129    93.3429     0.0689
    273.000    13.5336    13.4936    38.5888    29.0726    3.86981    167.901     1.1851     0.1651     0.0000    -1.6296     4.6129    93.3429     0.0689
    274.000    13.5355    13.4954    38.5893    29.0726    3.86981    167.901     1.1862     0.1655     0.0000    -1.6296     4.6128    93.3417     0.0689
    275.000    13.5359    13.4956    38.5895    29.0727    3.87027    167.921     1.1866     0.1657     0.0000    -1.6296     4.6128    93.3417     0.0689
    276.000    13.5365    13.4961    38.5897    29.0728    3.87027    167.921     1.1862     0.1655     0.0000    -1.6296     4.6128    93.3417     0.0689
    277.000    13.5376    13.4970    38.5901    29.0729    3.86928    167.878     1.1851     0.1651     0.0000    -1.6296     4.6128    93.3417     0.0689
    278.000    13.5386    13.4979    38.5905    29.0730    3.86972    167.897     1.1813     0.1634     0.0000    -1.6296     4.6128    93.3417     0.0689
    279.000    13.5418    13.5009    38.5916    29.0732    3.86795    167.820     1.1813     0.1634     0.0000    -1.6296     4.6129    93.3429     0.0689
    280.000    13.5441    13.5031    38.5926    29.0735    3.86666    167.764     1.1809     0.1633     0.0000    -1.6296     4.6130    93.3441     0.0689
    281.000    13.5467    13.5055    38.5935    29.0737    3.86644    167.755     1.1787     0.1624     0.0000    -1.6296     4.6130    93.3441     0.0689
    282.000    13.5491    13.5078    38.5945    29.0740    3.86135    167.533     1.1813     0.1634     0.0000    -1.6296     4.6130    93.3441     0.0689
    283.000    13.5498    13.5083    38.5950    29.0742    3.86021    167.483     1.1785     0.1623     0.0000    -1.6296     4.6130    93.3454     0.0689
    284.000    13.5528    13.5112    38.5959    29.0744    3.85915    167.438     1.1785     0.1623     0.0000    -1.6296     4.6130    93.3452     0.0689
    285.000    13.5552    13.5134    38.5967    29.0745    3.85915    167.438     1.1799     0.1629     0.0000    -1.6296     4.6130    93.3452     0.0689
    286.000    13.5587    13.5168    38.5984    29.0751    3.85951    167.452     1.1840     0.1646     0.0000    -1.6296     4.6130    93.3454     0.0689
    287.000    13.5663    13.5242    38.6015    29.0759    3.85951    167.452     1.1799     0.1629     0.0000    -1.6296     4.6131    93.3465     0.0689
    288.000    13.5698    13.5276    38.6025    29.0760    3.85906    167.433     1.1799     0.1629     0.0000    -1.6296     4.6132    93.3479     0.0688
    289.000    13.5731    13.5307    38.6037    29.0762    3.85906    167.433     1.1754     0.1610     0.0000    -1.6296     4.6133    93.3505     0.0688
