serialnumber,cruise_number,day,month,year,latitude,longitude,ctd,depth,peri,but,fuco,viola,hex,diad,allo,zea,tchlb,chla,tchla,pico_chla,nano_chla,micro_chla,wdp,micro,nano,pico,date,monthabb,season,ze,z_ze
2603,95,6,3,2010,43.369,7.905,1,29,0.0217,0.0266,0.1003,0.01,0.0815,0.0267,0.0212,0.029,0.0769,0.5718,0.5827,0.1494,0.1828,0.2505,0.493455,0.3575442542886383,0.5105977242099077,0.1962711898754699,2010-03-06,Mar,Spring,52.86275609215517,0.55
2604,95,6,3,2010,43.369,7.905,1,21,0.0248,0.0268,0.088,0.0118,0.0844,0.0385,0.024,0.0299,0.0736,0.5752,0.5874,0.1507,0.1972,0.2395,0.493093,0.32467708931175254,0.5475234894837282,0.19455356291815132,2010-03-06,Mar,Spring,52.86275609215517,0.4
2605,95,6,3,2010,43.369,7.905,1,10,0.0246,0.0283,0.0877,0.013,0.0916,0.0437,0.0261,0.0307,0.077,0.5969,0.6057,0.156,0.2125,0.2372,0.515669,0.30919834234751364,0.567150633448976,0.19292802165730338,2010-03-06,Mar,Spring,52.86275609215517,0.19
2606,95,6,3,2010,43.369,7.905,1,3,0.0215,0.0291,0.0854,0.0121,0.0944,0.0441,0.0267,0.0306,0.0733,0.5847,0.595,0.1503,0.2189,0.2258,0.513357,0.29804599917796,0.585140555208169,0.18852961973831078,2010-03-06,Mar,Spring,52.86275609215517,0.06
2612,96,29,3,2010,43.362,7.878,1,49,0.0061,0.0049,0.1451,6e-4,0.0183,0.0132,0.0054,0.0018,0.0051,0.3309,0.3502,0.0095,0.0398,0.3009,0.28961900000000007,0.8009419271525693,0.20216560377599532,0.021535189334953846,2010-03-29,Mar,Spring,59.526465189841176,0.82
2613,96,29,3,2010,43.362,7.878,1,39,0.0059,0.0054,0.1076,6e-4,0.0144,0.0096,0.0039,0.0035,0.0068,0.2536,0.2718,0.014,0.0318,0.226,0.223617,0.7749142507054472,0.20558365419444852,0.04461646475894051,2010-03-29,Mar,Spring,59.526465189841176,0.66
2614,96,29,3,2010,43.362,7.878,1,31,0.0097,0.0081,0.1611,9e-4,0.0233,0.0141,0.0051,0.005,0.0107,0.3851,0.4188,0.0217,0.051,0.3461,0.33401099999999995,0.7791360164784993,0.20336156593645122,0.04470810841559111,2010-03-29,Mar,Spring,59.526465189841176,0.52
2615,96,29,3,2010,43.362,7.878,1,19,0.0413,0.0187,0.1909,0.0023,0.0726,0.0282,0.0242,0.0109,0.026,0.6202,0.6651,0.0498,0.1582,0.4572,0.586745,0.5723099472513613,0.41731927839180566,0.058626831076532396,2010-03-29,Mar,Spring,59.526465189841176,0.32
2616,96,29,3,2010,43.362,7.878,1,9,0.0463,0.0468,0.2101,0.0114,0.2385,0.0782,0.0529,0.0513,0.0691,1.0361,1.0873,0.1499,0.4618,0.4756,1.06427,0.3479868830278031,0.6218262283067266,0.11758482340007705,2010-03-29,Mar,Spring,59.526465189841176,0.15
2617,96,29,3,2010,43.362,7.878,1,5,0.0185,0.0489,0.1392,0.0097,0.2679,0.1007,0.0681,0.076,0.0464,0.8922,0.9583,0.1468,0.5208,0.2908,1.0577539999999999,0.22138606897255886,0.738628263282389,0.13876194275795697,2010-03-29,Mar,Spring,59.526465189841176,0.08
2621,96,2,4,2010,43.369,7.908,6,70,0.0019,0.0031,0.0665,3e-4,0.0061,0.0051,0.0012,0.0011,0.0027,0.1338,0.1505,0.005,0.0131,0.1324,0.12476600000000002,0.8454867511982431,0.14533606912139524,0.028244874404885944,2010-04-02,Apr,Spring,42.70313258466018,1.64
2622,96,2,4,2010,43.369,7.908,6,60,0.0037,0.0055,0.0966,5e-4,0.012,0.0074,0.0019,0.0032,0.0068,0.2061,0.2498,0.0142,0.027,0.2086,0.19179400000000002,0.8034662189640969,0.17127751650208037,0.04965744496699583,2010-04-02,Apr,Spring,42.70313258466018,1.41
2623,96,2,4,2010,43.369,7.908,6,50,0.0049,0.0095,0.1157,0.0013,0.0295,0.0106,0.004,0.0057,0.0172,0.2852,0.3269,0.0309,0.0599,0.236,0.267405,0.691834483274434,0.2746208934013949,0.07656924889212992,2010-04-02,Apr,Spring,42.70313258466018,1.17
2624,96,2,4,2010,43.369,7.908,6,40,0.026,0.0313,0.141,0.0053,0.155,0.0276,0.0201,0.0236,0.055,0.6481,0.6883,0.0983,0.2849,0.3051,0.619472,0.3936901102874706,0.5851047343544179,0.11878825838778831,2010-04-02,Apr,Spring,42.70313258466018,0.94
2625,96,2,4,2010,43.369,7.908,6,30,0.0269,0.0497,0.1486,0.0129,0.2873,0.0547,0.0507,0.0391,0.0841,1.0141,1.0283,0.1566,0.545,0.3268,0.9894640000000001,0.2592959420453902,0.7356275720996417,0.11831658352400894,2010-04-02,Apr,Spring,42.70313258466018,0.7
2626,96,2,4,2010,43.369,7.908,6,20,0.0245,0.0497,0.1497,0.0162,0.3008,0.0762,0.0598,0.042,0.0905,1.0552,1.0946,0.1727,0.5894,0.3326,1.0565670000000003,0.24236229221620584,0.7495426224744856,0.11912637816626866,2010-04-02,Apr,Spring,42.70313258466018,0.47
2627,96,2,4,2010,43.369,7.908,6,9,0.0242,0.0495,0.1431,0.0202,0.2984,0.1191,0.0687,0.0463,0.0943,1.0812,1.1166,0.1865,0.6043,0.3258,1.094938,0.22421360844175656,0.7587954751775899,0.12327638642553276,2010-04-02,Apr,Spring,42.70313258466018,0.21
2628,96,2,4,2010,43.369,7.908,6,5,0.0258,0.0475,0.1341,0.0193,0.2902,0.1235,0.0686,0.0471,0.0898,1.0302,1.0681,0.179,0.5816,0.3076,1.068769,0.21794419561196104,0.7634315740819577,0.12451989157619654,2010-04-02,Apr,Spring,42.70313258466018,0.12
2634,97,25,4,2010,43.369,7.902,6,49,0.0013,0.0046,0.0167,-1,0.0106,0.0016,0.0019,0.0015,0.0061,0.0564,0.0564,0.0086,0.0186,0.0292,0.059406,0.4586742079924586,0.5019358313975019,0.10897889102110898,2010-04-25,Apr,Spring,40.553486725490835,1.21
2635,97,25,4,2010,43.369,7.902,6,39,0.0033,0.0121,0.0389,4e-4,0.0332,0.0042,0.0037,0.0028,0.0102,0.1318,0.1359,0.0143,0.0547,0.0669,0.142272,0.44787449392712547,0.5639479307242464,0.07918634727845254,2010-04-25,Apr,Spring,40.553486725490835,0.96
2636,97,25,4,2010,43.369,7.902,6,30,0.0106,0.1032,0.5021,0.0048,0.3779,0.0488,0.048,0.0195,0.0431,1.2975,1.3166,0.0598,0.5402,0.7167,1.611124,0.49222033809936416,0.5625221894776566,0.036734602674902736,2010-04-25,Apr,Spring,40.553486725490835,0.74
2637,97,25,4,2010,43.369,7.902,6,20,0.0133,0.1549,0.4928,0.0097,0.5023,0.1742,0.0627,0.0411,0.046,1.7195,1.7317,0.0929,0.8286,0.8102,1.8963390000000002,0.41184830349425916,0.6419901715885186,0.049464257181864625,2010-04-25,Apr,Spring,40.553486725490835,0.49
2638,97,25,4,2010,43.369,7.902,6,10,0.0068,0.1063,0.3159,0.008,0.3384,0.1229,0.048,0.0233,0.0466,1.1199,1.1319,0.0746,0.5513,0.506,1.284231,0.38860609968144366,0.6617267454219685,0.05243371324940763,2010-04-25,Apr,Spring,40.553486725490835,0.25
2639,97,25,4,2010,43.369,7.902,6,5,0.0037,0.0522,0.1458,0.0041,0.1774,0.0268,0.02,0.008,0.0371,0.5473,0.5517,0.0479,0.2761,0.2277,0.6164630000000001,0.37447827363523845,0.6766310386835868,0.06112126761865675,2010-04-25,Apr,Spring,40.553486725490835,0.12
2644,98,10,5,2010,43.368,7.9,1,60,0.0024,0.0053,0.0179,3e-4,0.0153,0.0018,8e-4,8e-4,0.0044,0.0561,0.059,0.0055,0.0231,0.0304,0.060758000000000006,0.4959346917278382,0.5324237137496297,0.06985088383422759,2010-05-10,May,Spring,38.601452271521474,1.55
2645,98,10,5,2010,43.368,7.9,1,50,0.0067,0.0287,0.0923,8e-4,0.095,0.0088,0.0055,0.0038,0.0213,0.3082,0.3137,0.0261,0.1409,0.1468,0.33266100000000004,0.45136640604098466,0.5985793345177222,0.061428902095526663,2010-05-10,May,Spring,38.601452271521474,1.3
2646,98,10,5,2010,43.368,7.9,1,40,0.0202,0.061,0.278,0.0035,0.3403,0.0267,0.0174,0.0208,0.0751,0.964,0.9742,0.0934,0.4621,0.4188,1.062367,0.42571352461061013,0.6208711302214771,0.07834110058011967,2010-05-10,May,Spring,38.601452271521474,1.04
2647,98,10,5,2010,43.368,7.9,1,30,0.069,0.2045,0.3934,0.0163,1.2837,0.1085,0.05,0.0935,0.1972,2.6384,2.6621,0.2794,1.731,0.6517,2.840771,0.2383803551923052,0.8402567471999678,0.09759780003386404,2010-05-10,May,Spring,38.601452271521474,0.78
2648,98,10,5,2010,43.368,7.9,1,20,0.0131,0.0934,0.2052,0.0069,0.2134,0.0634,0.0202,0.0796,0.0621,0.8477,0.8533,0.1483,0.357,0.348,0.926445,0.3585361246485221,0.5553076545288711,0.1759899400396138,2010-05-10,May,Spring,38.601452271521474,0.52
2649,98,10,5,2010,43.368,7.9,1,10,0.0086,0.0317,0.0713,0.0036,0.1115,0.0624,0.0082,0.0247,0.0142,0.3767,0.3807,0.0443,0.1962,0.1402,0.36280900000000005,0.328382151490178,0.6616677094559396,0.12980659244947063,2010-05-10,May,Spring,38.601452271521474,0.26
2650,98,10,5,2010,43.368,7.9,1,5,0.0031,0.0285,0.0499,0.0026,0.1099,0.0575,0.0056,0.0226,0.0106,0.3228,0.3267,0.0382,0.1938,0.0947,0.301174,0.26793813543001715,0.7367800673364898,0.1375948787079894,2010-05-10,May,Spring,38.601452271521474,0.13
2654,98,14,5,2010,43.369,7.902,8,70,0.0012,0.0119,0.0271,4e-4,0.0169,0.0024,6e-4,7e-4,0.0043,0.0765,0.0765,0.0053,0.0281,0.0431,0.08135,0.5332513829133374,0.49830362630608477,0.04946527350952673,2010-05-14,May,Spring,43.37120390485473,1.61
2655,98,14,5,2010,43.369,7.902,8,61,0.0034,0.0198,0.051,4e-4,0.061,0.0054,0.0025,0.0017,0.0111,0.1811,0.1811,0.0131,0.0888,0.0793,0.19343000000000002,0.4274828103189784,0.6426407485912216,0.052866670113219244,2010-05-14,May,Spring,43.37120390485473,1.41
2656,98,14,5,2010,43.369,7.902,8,50,0.0083,0.0471,0.1656,0.0013,0.1661,0.0163,0.0106,0.0064,0.0366,0.5273,0.533,0.0434,0.239,0.2506,0.5858439999999999,0.4539979926396789,0.5969729142911766,0.05960289769972894,2010-05-14,May,Spring,43.37120390485473,1.15
2657,98,14,5,2010,43.369,7.902,8,40,0.0135,0.0549,0.2072,0.002,0.1769,0.0194,0.0118,0.0118,0.0436,0.6238,0.6274,0.0552,0.2555,0.3168,0.6943199999999999,0.4834255098513654,0.5469480930982833,0.06899124323078697,2010-05-14,May,Spring,43.37120390485473,0.92
2658,98,14,5,2010,43.369,7.902,8,29,0.0461,0.2132,0.384,0.0081,0.9897,0.0881,0.0451,0.05,0.0931,1.9717,1.9884,0.1296,1.2851,0.5736,2.323599,0.27605968155434735,0.8299155749335405,0.06013903431702285,2010-05-14,May,Spring,43.37120390485473,0.67
2659,98,14,5,2010,43.369,7.902,8,20,0.0182,0.1153,0.2671,0.0065,0.3025,0.0729,0.0182,0.0627,0.0357,0.949,0.9578,0.0929,0.4496,0.4153,1.096496,0.3952773197531045,0.6035051655455196,0.10881024645780743,2010-05-14,May,Spring,43.37120390485473,0.46
2660,98,14,5,2010,43.369,7.902,8,11,0.0051,0.0265,0.0551,0.0022,0.057,0.0422,0.0075,0.0251,0.0082,0.2598,0.2642,0.0393,0.1133,0.1116,0.261077,0.34720791184210026,0.5710958835898988,0.1668434982782857,2010-05-14,May,Spring,43.37120390485473,0.25
2661,98,14,5,2010,43.369,7.902,8,4,0.0042,0.0247,0.0468,0.0022,0.0521,0.0427,0.0069,0.0214,0.0069,0.2337,0.2381,0.0343,0.1067,0.0972,0.23061299999999998,0.33333766960232086,0.594003807244171,0.1607671727092575,2010-05-14,May,Spring,43.37120390485473,0.09
2667,98,11,5,2010,43.372,7.892,-9,20,0.0322,0.1455,0.4837,0.0098,0.5012,0.0851,0.0349,0.0545,0.0489,1.4723,1.4723,0.0925,0.6808,0.699,1.777506,0.44117769504012927,0.6035096365356853,0.0652802297151177,2010-05-11,May,Spring,110.92932996813241,0.18
2668,98,11,5,2010,43.372,7.892,-9,10,0.0163,0.0738,0.1835,0.0063,0.2103,0.0553,0.0128,0.0486,0.0289,0.6544,0.6583,0.0715,0.3029,0.2839,0.7668349999999999,0.3928563511055182,0.5923947133346809,0.12170414756759929,2010-05-11,May,Spring,110.92932996813241,0.09
2672,99,11,6,2010,43.369,7.896,1,70,0.0034,0.0066,0.0204,-1,0.0109,0.0014,5e-4,5e-4,0.0024,0.0485,0.0485,0.0026,0.0151,0.0308,0.058703000000000005,0.5954039827606766,0.4359402415549461,0.041071154796177366,2010-06-11,Jun,Summer,38.70585019690727,1.81
2675,99,11,6,2010,43.369,7.896,1,40,0.3933,0.0749,0.219,0.0026,0.2831,0.0619,0.0065,0.0046,0.0517,1.1567,1.1679,0.0501,0.3476,0.7702,1.170765,0.6008686627974017,0.45703364893894166,0.036402693965057034,2010-06-11,Jun,Summer,38.70585019690727,1.03
2676,99,11,6,2010,43.369,7.896,1,30,0.6585,0.2092,0.4378,0.0099,0.8168,0.1443,0.0156,0.0284,0.1984,2.6236,2.642,0.2055,1.0236,1.4129,2.6716480000000002,0.4823943872845524,0.569548084178754,0.06729179891961815,2010-06-11,Jun,Summer,38.70585019690727,0.78
2677,99,11,6,2010,43.369,7.896,1,20,0.1352,0.1211,0.1241,0.006,0.3473,0.068,0.0085,0.0494,0.0765,0.9879,0.996,0.1225,0.4996,0.3739,0.998657,0.31840762143558804,0.6896712284598214,0.12755030005297113,2010-06-11,Jun,Summer,38.70585019690727,0.52
2678,99,11,6,2010,43.369,7.896,1,10,0.0177,0.0321,0.0211,0.0032,0.0868,0.0357,0.0065,0.0323,0.0228,0.2875,0.2906,0.0639,0.1578,0.0689,0.274863,0.17899826458999574,0.7094807231238835,0.23468054994670073,2010-06-11,Jun,Summer,38.70585019690727,0.26
2685,99,12,6,2010,43.361,7.904,2,49,0.0076,0.0225,0.0466,5e-4,0.0594,0.0047,0.0011,0.0014,0.0075,0.1567,0.1567,0.0081,0.0778,0.0708,0.18173500000000004,0.43848460670756867,0.6488788620794012,0.040107849341073525,2010-06-12,Jun,Summer,38.26681865727725,1.28
2686,99,12,6,2010,43.361,7.904,2,39,0.0875,0.0448,0.1073,0.0012,0.1692,0.0208,0.0043,0.0037,0.0288,0.4968,0.5019,0.03,0.2167,0.2552,0.529187,0.46843176419677734,0.6081555291418724,0.04810964744031882,2010-06-12,Jun,Summer,38.26681865727725,1.02
2687,99,12,6,2010,43.361,7.904,2,30,0.6669,0.1162,0.3597,0.0073,0.594,0.1237,0.0145,0.017,0.1495,2.2332,2.2451,0.1538,0.7466,1.3446,2.156909,0.5446126841698005,0.5030643388293154,0.05972667367978899,2010-06-12,Jun,Summer,38.26681865727725,0.78
2688,99,12,6,2010,43.361,7.904,2,19,0.148,0.1306,0.2771,0.0085,0.4258,0.0835,0.0115,0.0651,0.1125,1.4419,1.4629,0.1821,0.6372,0.6436,1.4096700000000002,0.40324047472103397,0.5897621429128803,0.12479942114111814,2010-06-12,Jun,Summer,38.26681865727725,0.5
2689,99,12,6,2010,43.361,7.904,2,10,0.0265,0.0569,0.0502,0.0051,0.1337,0.046,0.0066,0.043,0.0349,0.455,0.458,0.0884,0.2371,0.1324,0.431165,0.23817332111836537,0.6763188106641309,0.20644300905685758,2010-06-12,Jun,Summer,38.26681865727725,0.26
2690,99,12,6,2010,43.361,7.904,2,5,0.0212,0.0375,0.0378,0.0027,0.0995,0.035,0.0047,0.0304,0.0273,0.3406,0.3434,0.0661,0.175,0.1023,0.315463,0.24875183460500916,0.6690325014343996,0.205225335459309,2010-06-12,Jun,Summer,38.26681865727725,0.13
2694,100,10,7,2010,43.368,7.903,1,70,0.0053,0.0151,0.0212,4e-4,0.0248,0.003,9e-4,0.0017,0.0054,0.0769,0.0769,0.0065,0.0352,0.0352,0.09173899999999999,0.4136517729646062,0.6231809808260391,0.0685967799954218,2010-07-10,Jul,Summer,73.39857192131103,0.95
2695,100,10,7,2010,43.368,7.903,1,60,0.0159,0.0241,0.0353,6e-4,0.0627,0.0066,0.0013,0.0028,0.0124,0.1545,0.1545,0.0131,0.078,0.0634,0.18352600000000002,0.3797609058117106,0.6838213659100072,0.0696577051752885,2010-07-10,Jul,Summer,73.39857192131103,0.82
2696,100,10,7,2010,43.368,7.903,1,50,0.1031,0.0461,0.0775,0.0016,0.2019,0.0242,0.0048,0.0066,0.0341,0.4799,0.486,0.0342,0.2348,0.217,0.5454370000000001,0.3955580571175039,0.6873956112254944,0.06140947533812336,2010-07-10,Jul,Summer,73.39857192131103,0.68
2697,100,10,7,2010,43.368,7.903,1,40,0.1593,0.0681,0.0829,0.0028,0.3462,0.0382,0.0066,0.0198,0.0493,0.7229,0.7326,0.0559,0.391,0.2857,0.828681,0.33291459560433995,0.7528880232562349,0.077128593511858,2010-07-10,Jul,Summer,73.39857192131103,0.54
2698,100,10,7,2010,43.368,7.903,1,30,0.0502,0.0317,0.0238,0.0026,0.1198,0.0262,0.0018,0.0211,0.0178,0.32,0.3221,0.0382,0.1737,0.1103,0.302605,0.27531600601444123,0.7332066555410519,0.14587663786123825,2010-07-10,Jul,Summer,73.39857192131103,0.41
2699,100,10,7,2010,43.368,7.903,1,21,0.0318,0.0216,0.0174,0.0022,0.0803,0.0253,0.0012,0.0176,0.0117,0.229,0.2306,0.0301,0.1231,0.0774,0.208777,0.2701446998472054,0.7138956877433817,0.16596176781925212,2010-07-10,Jul,Summer,73.39857192131103,0.29
2700,100,10,7,2010,43.368,7.903,1,10,0.0151,0.0076,0.0052,0.0015,0.0354,0.0233,5e-4,0.0083,0.0055,0.1074,0.1074,0.0153,0.0577,0.0344,0.088132,0.24967094812326968,0.721712885217628,0.18526755321563107,2010-07-10,Jul,Summer,73.39857192131103,0.14
2705,100,11,7,2010,43.368,7.9,8,70,0.006,0.0123,0.0154,4e-4,0.0174,0.0027,6e-4,0.0014,0.0048,0.0613,0.0613,0.0059,0.026,0.0294,0.069884,0.42275771278118024,0.5967031080075553,0.07764295117623489,2010-07-11,Jul,Summer,59.83900565447839,1.17
2706,100,11,7,2010,43.368,7.9,8,61,0.0116,0.0249,0.0385,7e-4,0.0508,0.0056,0.0013,0.0029,0.0102,0.1428,0.1428,0.0116,0.0671,0.0641,0.170683,0.41440565258403006,0.6347790934070763,0.06689008278504596,2010-07-11,Jul,Summer,59.83900565447839,1.02
2707,100,11,7,2010,43.368,7.9,8,49,0.1343,0.0497,0.091,0.002,0.1822,0.0282,0.0063,0.0071,0.045,0.5305,0.5374,0.0446,0.2183,0.2746,0.5922850000000001,0.4482909410165714,0.6011565378154097,0.07052516947077843,2010-07-11,Jul,Summer,59.83900565447839,0.82
2708,100,11,7,2010,43.368,7.9,8,40,0.115,0.0718,0.0511,0.0037,0.3775,0.0421,0.005,0.0307,0.0406,0.7013,0.7086,0.059,0.4445,0.2051,0.779923,0.23786450713724305,0.8555472783851739,0.09535684932999795,2010-07-11,Jul,Summer,59.83900565447839,0.67
2709,100,11,7,2010,43.368,7.9,8,30,0.05,0.0358,0.0217,0.0025,0.1157,0.0266,0.0025,0.021,0.0162,0.3171,0.3198,0.0371,0.1736,0.109,0.30084000000000005,0.26543012897221113,0.741999069272703,0.14256082967690464,2010-07-11,Jul,Summer,59.83900565447839,0.5
2710,100,11,7,2010,43.368,7.9,8,20,0.0305,0.0191,0.015,0.0021,0.0712,0.0272,0.0011,0.0184,0.0106,0.2109,0.2125,0.0299,0.1102,0.0723,0.191064,0.26933383578277437,0.6923020558556295,0.18369760917807643,2010-07-11,Jul,Summer,59.83900565447839,0.33
2716,100,11,7,2010,43.366,7.902,9,70,0.0099,0.0206,0.031,5e-4,0.0404,0.0045,0.0013,0.0019,0.0071,0.1163,0.1163,0.0081,0.0548,0.0533,0.137736,0.4172329674159262,0.6407620375210548,0.05639774641342859,2010-07-11,Jul,Summer,59.83900565447839,1.17
2717,100,11,7,2010,43.366,7.902,9,60,0.0665,0.0397,0.0681,0.0014,0.1204,0.0169,0.0045,0.0041,0.0262,0.3503,0.3525,0.0272,0.1535,0.1719,0.388627,0.43078839092497434,0.6275889220254898,0.06244805430399843,2010-07-11,Jul,Summer,59.83900565447839,1
2718,100,11,7,2010,43.366,7.902,9,50,0.1891,0.0949,0.112,0.0037,0.502,0.0507,0.0084,0.0184,0.0572,0.9752,0.9857,0.0618,0.5674,0.3565,1.1153020000000002,0.31264357097898143,0.8025969647682868,0.06029936286315274,2010-07-11,Jul,Summer,59.83900565447839,0.84
2719,100,11,7,2010,43.366,7.902,9,40,0.1409,0.0878,0.0581,0.0047,0.6477,0.0598,0.0051,0.0408,0.0405,0.998,1.0079,0.0631,0.7116,0.2332,1.149277,0.19165440533483225,0.9502173975464574,0.0779211626091882,2010-07-11,Jul,Summer,59.83900565447839,0.67
2720,100,11,7,2010,43.366,7.902,9,30,0.059,0.0393,0.0234,0.0028,0.1379,0.0262,0.003,0.0241,0.019,0.3497,0.3525,0.0406,0.1938,0.1181,0.34921900000000006,0.2599629458878239,0.7522929737499964,0.14174772850274467,2010-07-11,Jul,Summer,59.83900565447839,0.5
2721,100,11,7,2010,43.366,7.902,9,21,0.0348,0.0216,0.0155,0.0023,0.085,0.0244,0.0015,0.0208,0.0116,0.2274,0.2291,0.0313,0.1229,0.0749,0.22004,0.25538992910379926,0.7161516087984003,0.1791128885657153,2010-07-11,Jul,Summer,59.83900565447839,0.35
2723,100,11,7,2010,43.366,7.902,9,5,0.0247,0.0137,0.0099,0.0015,0.0685,0.0224,0.0011,0.0115,0.0094,0.1675,0.1675,0.0202,0.0964,0.0509,0.157993,0.241580323178875,0.7765470622116172,0.15096238440943585,2010-07-11,Jul,Summer,59.83900565447839,0.08
2728,100,12,7,2010,43.367,7.903,10,60,0.0119,0.0344,0.0523,6e-4,0.0764,0.008,0.002,0.0024,0.0142,0.2029,0.2029,0.0153,0.103,0.0846,0.236214,0.3917464671865343,0.6775720321403473,0.0568213569051792,2010-07-12,Jul,Summer,66.71100684288535,0.9
2729,100,12,7,2010,43.367,7.903,10,50,0.053900000000000003,0.0516,0.0895,0.0013,0.1184,0.0173,0.0049,0.0043,0.0267,0.383,0.3859,0.0293,0.1636,0.193,0.42288400000000004,0.4474229339487897,0.6028509000104046,0.058919230805610984,2010-07-12,Jul,Summer,66.71100684288535,0.75
2730,100,12,7,2010,43.367,7.903,10,41,0.1481,0.1047,0.0886,0.0042,0.6318,0.0547,0.0068,0.0285,0.0665,1.0691,1.0811,0.0781,0.7185,0.2844,1.2104380000000001,0.22675097774524594,0.9033523402272565,0.07346101163380528,2010-07-12,Jul,Summer,66.71100684288535,0.61
2731,100,12,7,2010,43.367,7.903,10,30,0.0671,0.0474,0.0326,0.0027,0.2273,0.032,0.0028,0.0213,0.0262,0.4586,0.4621,0.042,0.2881,0.132,0.479193,0.23495334865075243,0.8451938989092078,0.1048450206910368,2010-07-12,Jul,Summer,66.71100684288535,0.45
2732,100,12,7,2010,43.367,7.903,10,20,0.0218,0.014,0.0097,0.0017,0.0654,0.0224,7e-4,0.0142,0.0099,0.1718,0.1732,0.0248,0.0988,0.0496,0.15434900000000004,0.227976857640801,0.7540962364511592,0.18317578993061176,2010-07-12,Jul,Summer,66.71100684288535,0.3
2733,100,12,7,2010,43.367,7.903,10,10.02,0.0141,0.0057,0.0032,0.001,0.0297,0.0186,6e-4,0.0052,0.0054,0.0933,0.0933,0.0124,0.0503,0.0306,0.0715,0.25124475524475526,0.7488251748251749,0.16193006993006995,2010-07-12,Jul,Summer,66.71100684288535,0.15
2738,101,4,8,2010,43.362,7.902,1,70,0.0017,0.0289,0.0364,6e-4,0.0575,0.0041,8e-4,0.001,0.0077,0.1352,0.1352,0.008,0.0774,0.0498,0.16288900000000006,0.35820712264179894,0.7375758952415445,0.04188742026778971,2010-08-04,Aug,Summer,67.08451040838412,1.04
2739,101,4,8,2010,43.362,7.902,1,60,0.0043,0.0482,0.0784,8e-4,0.0862,0.0085,0.0024,0.0018,0.0111,0.2491,0.2491,0.0124,0.1238,0.113,0.29386500000000004,0.4296530719888383,0.6494342640328041,0.035312133122352096,2010-08-04,Aug,Summer,67.08451040838412,0.89
2740,101,4,8,2010,43.362,7.902,1,50,0.0198,0.0577,0.0985,0.0017,0.125,0.0135,0.0066,0.0104,0.0315,0.399,0.4053,0.0423,0.1899,0.1731,0.43984900000000005,0.39076137492639523,0.6349542683966541,0.08511784726121918,2010-08-04,Aug,Summer,67.08451040838412,0.75
2741,101,4,8,2010,43.362,7.902,1,39,0.0227,0.1251,0.0583,0.0061,0.3305,0.0305,0.0135,0.1207,0.1283,0.9781,0.9876,0.2814,0.5686,0.1377,0.9451780000000001,0.1183184543017294,0.7315627320991389,0.28648995215715983,2010-08-04,Aug,Summer,67.08451040838412,0.58
2742,101,4,8,2010,43.362,7.902,1,31,0.0255,0.0384,0.0216,0.0041,0.0794,0.0182,0.006,0.0786,0.0176,0.3341,0.3365,0.1065,0.1471,0.0829,0.344882,0.1657262483980028,0.5447138441553923,0.3793471390214624,2010-08-04,Aug,Summer,67.08451040838412,0.46
2743,101,4,8,2010,43.362,7.902,1,20,0.0042,0.0106,0.0087,0.0028,0.0335,0.0118,0.0017,0.0353,0.0142,0.132,0.132,0.0536,0.0566,0.0218,0.137029,0.12724313831378758,0.5076078786242328,0.4604937640937319,2010-08-04,Aug,Summer,67.08451040838412,0.3
2744,101,4,8,2010,43.362,7.902,1,10,0.0032,0.0088,0.0075,0.0027,0.0222,0.0157,0.0014,0.0555,0.011,0.1298,0.1308,0.0726,0.0396,0.0186,0.14659899999999998,0.09989154086999232,0.33573216734084144,0.6234353576763826,2010-08-04,Aug,Summer,67.08451040838412,0.15
2745,101,4,8,2010,43.362,7.902,1,5,0.0035,0.0075,0.0051,-1,0.0191,0.0156,7e-4,0.0308,0.007,0.0962,0.0973,0.0447,0.0364,0.0162,0.094916,0.11774621770828946,0.4198554511357411,0.5408782502423195,2010-08-04,Aug,Summer,67.08451040838412,0.07
2750,101,6,8,2010,43.37,7.896,9,60,0.0059,0.0332,0.0509,7e-4,0.0724,0.0065,0.0016,0.0011,0.0088,0.1811,0.1811,0.0092,0.0974,0.0746,0.21519700000000003,0.3942062389345576,0.7010692528241564,0.03593451581574092,2010-08-06,Aug,Summer,86.69102166656324,0.69
2751,101,6,8,2010,43.37,7.896,9,51,0.0108,0.0777,0.1187,0.0021,0.1019,0.0136,0.0085,0.0131,0.0395,0.4337,0.4395,0.0569,0.1797,0.2029,0.47632599999999997,0.40961022492998495,0.5750746337592322,0.09874749646250676,2010-08-06,Aug,Summer,86.69102166656324,0.59
2752,101,6,8,2010,43.37,7.896,9,40,0.0124,0.0641,0.0449,0.0063,0.1003,0.015,0.0093,0.1032,0.1166,0.5857,0.5912,0.2758,0.2075,0.1079,0.540096,0.1508102263301339,0.48412689595923686,0.4374888908638464,2010-08-06,Aug,Summer,86.69102166656324,0.46
2753,101,6,8,2010,43.37,7.896,9,30,0.0139,0.0175,0.0204,0.0038,0.0233,0.0085,0.006,0.1008,0.0149,0.2618,0.263,0.1413,0.0546,0.0672,0.279847,0.1594156807112458,0.29242050120244273,0.5806351327689773,2010-08-06,Aug,Summer,86.69102166656324,0.35
